	extensions	timeInS	force [pN]
354	15.016734313964845	3.5300000000000005e-08	506.3707
355	14.649676513671876	3.5400000000000006e-08	429.1628
356	14.885154724121094	3.55e-08	311.1365
357	15.283055114746094	3.56e-08	264.7994
358	15.091897583007814	3.57e-08	229.5919
359	15.121693420410157	3.58e-08	233.3865
360	15.172122192382814	3.5900000000000004e-08	251.1371
361	15.083367919921876	3.6000000000000005e-08	264.7204
362	14.811532592773439	3.6100000000000006e-08	265.6593
363	14.950514221191407	3.62e-08	230.8261
364	15.004080200195313	3.63e-08	224.3348
365	14.871145629882813	3.64e-08	222.2475
366	14.994090270996095	3.65e-08	213.5238
367	15.078341674804689	3.6600000000000003e-08	249.8226
368	14.891879272460939	3.6700000000000004e-08	233.7415
369	15.07794647216797	3.6800000000000005e-08	229.6482
370	14.932862854003908	3.6900000000000006e-08	247.7874
371	14.934640502929689	3.7e-08	218.1855
372	14.734754943847657	3.71e-08	236.4763
373	15.03070068359375	3.72e-08	237.5091
374	15.027867126464844	3.73e-08	259.7341
375	15.165864562988283	3.7400000000000004e-08	249.2954
376	15.142437744140626	3.7500000000000005e-08	259.8898
377	14.96710205078125	3.7600000000000006e-08	245.5767
378	14.984910583496095	3.77e-08	249.4124
379	15.095141601562501	3.78e-08	251.8807
380	15.058357238769531	3.79e-08	280.1879
381	15.289703369140625	3.8e-08	268.4416
382	15.10029296875	3.8100000000000004e-08	269.1202
383	15.294810485839845	3.8200000000000005e-08	260.0025
384	15.25038299560547	3.8300000000000005e-08	306.4076
385	15.089927673339844	3.84e-08	296.5913
386	15.244773864746094	3.85e-08	292.5198
387	15.215127563476564	3.86e-08	332.6815
388	15.079995727539064	3.87e-08	324.8088
389	15.087899780273439	3.8800000000000003e-08	326.1815
390	15.152967834472657	3.8900000000000004e-08	307.8184
391	15.135250854492188	3.9000000000000005e-08	314.9247
392	15.011302185058595	3.9100000000000006e-08	325.701
393	15.086195373535157	3.92e-08	330.5489
394	15.254159545898439	3.93e-08	337.6498
395	15.118589782714844	3.94e-08	356.5207
396	15.241061401367189	3.95e-08	345.8351
397	15.35595703125	3.9600000000000004e-08	363.5739
398	15.158619689941407	3.9700000000000005e-08	354.9562
399	15.298008728027344	3.9800000000000006e-08	369.4224
400	15.401741027832031	3.99e-08	377.0491
401	15.231532287597657	4e-08	361.7432
402	15.488432312011719	4e-08	361.7432
403	15.497384643554689	4.01e-08	355.7681
404	15.37635498046875	4.02e-08	368.5485
405	15.235479736328125	4.0300000000000004e-08	366.5835
406	15.304302978515626	4.0400000000000004e-08	360.1517
407	15.052680969238281	4.0500000000000005e-08	363.6022
408	15.278512573242189	4.0600000000000006e-08	379.4937
409	15.280413818359376	4.07e-08	401.5529
410	15.431283569335939	4.08e-08	448.4607
411	15.5241455078125	4.09e-08	418.0034
412	15.458586120605469	4.1e-08	415.9216
413	15.414910888671876	4.1100000000000004e-08	423.1881
414	15.538037109375	4.1200000000000005e-08	417.7523
415	15.647787475585938	4.1300000000000006e-08	408.2643
416	15.608625793457032	4.14e-08	426.0656
417	15.608938598632813	4.15e-08	412.3099
418	15.729869079589845	4.16e-08	419.4368
419	15.572572326660158	4.17e-08	445.1153
420	15.482717895507813	4.1800000000000004e-08	461.8977
421	15.557365417480469	4.1900000000000005e-08	456.4511
422	15.594679260253907	4.2000000000000006e-08	443.3474
423	15.638101196289064	4.2100000000000006e-08	447.1167
424	15.627185058593751	4.22e-08	450.6031
425	15.64990692138672	4.23e-08	475.6233
426	15.789993286132812	4.24e-08	480.5414
427	15.622604370117188	4.2500000000000003e-08	471.4952
428	15.660826110839844	4.2600000000000004e-08	485.123
429	15.715716552734376	4.2700000000000005e-08	463.6256
430	15.686477661132812	4.2800000000000006e-08	484.4131
431	15.648703002929688	4.29e-08	491.7065
432	15.706231689453126	4.3e-08	498.0314
433	15.836338806152344	4.31e-08	491.9966
434	15.96217498779297	4.32e-08	522.1594
435	15.956221008300782	4.3300000000000004e-08	523.0471
436	15.725148010253907	4.3400000000000005e-08	498.5128
437	15.86407928466797	4.3500000000000006e-08	538.9148
438	15.838227844238283	4.3600000000000007e-08	538.102
439	15.876168823242189	4.37e-08	545.0946
440	15.882725524902344	4.38e-08	539.7455
441	15.829066467285157	4.39e-08	555.0537
442	15.891539001464844	4.4000000000000004e-08	557.7969
443	15.852114868164064	4.4100000000000004e-08	567.9149
444	15.952500915527345	4.4200000000000005e-08	571.3174
445	15.85520477294922	4.4300000000000006e-08	577.7181
446	15.916658020019533	4.44e-08	584.1432
447	15.906674194335938	4.45e-08	570.6528
448	15.955549621582032	4.46e-08	592.7438
449	15.901943969726563	4.47e-08	600.547
450	15.849258422851562	4.4800000000000004e-08	605.2445
451	15.802090454101563	4.4900000000000005e-08	609.0965
452	15.825169372558594	4.5000000000000006e-08	612.4927
453	15.978607177734375	4.510000000000001e-08	631.5248
454	15.877613830566407	4.52e-08	659.1782
455	16.006877136230468	4.53e-08	671.0762
456	16.019018554687502	4.54e-08	648.4019
457	15.93137664794922	4.5500000000000004e-08	655.862
458	16.11412353515625	4.5600000000000005e-08	636.7454
459	15.999822998046875	4.5700000000000006e-08	663.4815
460	16.008520507812502	4.5800000000000006e-08	684.4917
461	15.990765380859376	4.59e-08	683.8985
462	15.943667602539064	4.6e-08	694.3272
463	15.99977264404297	4.61e-08	685.7441
464	15.946971130371095	4.6200000000000003e-08	691.6141
465	16.022119140625	4.6300000000000004e-08	712.3171
466	16.056097412109377	4.6400000000000005e-08	730.9217
467	16.065283203125002	4.6500000000000006e-08	735.498
468	16.04921112060547	4.66e-08	743.1206
469	15.879774475097657	4.67e-08	751.931
470	16.122015380859377	4.68e-08	734.2595
471	16.102464294433595	4.69e-08	743.4206
472	16.01904754638672	4.7000000000000004e-08	774.8739
473	16.096800231933596	4.7100000000000005e-08	762.0252
474	16.17066650390625	4.7200000000000006e-08	777.1268
475	16.03583984375	4.7300000000000007e-08	785.7235
476	16.150244140625002	4.74e-08	794.2666
477	16.14568634033203	4.75e-08	800.7945
478	16.206053161621096	4.76e-08	807.3003
479	16.104498291015627	4.7700000000000004e-08	805.884
480	16.254737854003906	4.7800000000000005e-08	811.7032
481	16.20284423828125	4.7900000000000005e-08	821.15
482	16.19418182373047	4.8000000000000006e-08	831.8993
483	16.176101684570312	4.81e-08	847.74
484	16.09326629638672	4.82e-08	852.2836
485	16.206173706054688	4.83e-08	866.6859
486	16.133193969726562	4.84e-08	872.7117
487	16.051576232910158	4.8500000000000004e-08	868.7655
488	15.904617309570312	4.8600000000000005e-08	862.1734
489	15.861764526367189	4.8700000000000006e-08	833.1724
490	15.720367431640625	4.880000000000001e-08	761.8833
491	15.692886352539062	4.89e-08	677.8717
492	15.669097900390625	4.9e-08	572.2389
493	15.693688964843751	4.91e-08	488.0854
494	15.579328918457032	4.9200000000000004e-08	469.5023
495	15.793841552734376	4.9300000000000005e-08	458.1512
496	15.834748840332033	4.9400000000000006e-08	462.3979
497	15.817744445800782	4.9500000000000006e-08	500.2884
498	15.702912902832033	4.96e-08	505.8337
499	15.544952392578125	4.97e-08	514.1447
500	15.651295471191407	4.98e-08	504.2606
501	15.800755310058594	4.9900000000000003e-08	516.742
502	15.773898315429689	5.0000000000000004e-08	538.1649
503	15.68134765625	5.0100000000000005e-08	523.1738
504	15.845045471191407	5.0200000000000006e-08	542.1412
505	15.855795288085938	5.030000000000001e-08	566.8269
506	15.783578491210939	5.04e-08	546.4239
507	15.917408752441407	5.05e-08	525.4918
508	15.931428527832033	5.06e-08	541.103
509	15.850057983398438	5.0700000000000004e-08	563.9265
510	15.938978576660157	5.0800000000000005e-08	564.2776
511	15.983140563964845	5.0900000000000006e-08	558.5406
512	15.901936340332032	5.100000000000001e-08	581.7996
513	15.817605590820314	5.11e-08	582.7826
514	15.878535461425782	5.12e-08	582.2163
515	15.97763671875	5.13e-08	606.4646
516	15.888922119140625	5.1400000000000004e-08	618.4569
517	15.831327819824219	5.1500000000000005e-08	626.0262
518	16.03099365234375	5.1600000000000005e-08	616.509
519	15.870826721191406	5.1700000000000006e-08	631.8108
520	16.02489013671875	5.180000000000001e-08	634.4068
521	15.99963836669922	5.19e-08	627.385
522	15.888961791992188	5.2e-08	659.581
523	15.960130310058595	5.21e-08	646.3004
524	16.032493591308594	5.2200000000000004e-08	646.8895
525	16.037573242187502	5.2300000000000005e-08	652.1465
526	15.884205627441407	5.2400000000000006e-08	659.6416
527	15.925080871582033	5.250000000000001e-08	686.6929
528	16.013023376464844	5.26e-08	682.2648
529	16.008412170410157	5.27e-08	700.9862
530	15.993522644042969	5.28e-08	693.1602
531	16.061097717285158	5.2900000000000004e-08	693.6344
532	15.97404022216797	5.3000000000000005e-08	704.5386
533	16.023956298828125	5.3100000000000006e-08	714.8538
534	16.137997436523438	5.3200000000000007e-08	691.7128
535	16.110833740234376	5.330000000000001e-08	713.1627
536	15.970635986328126	5.34e-08	739.9778
537	16.028199768066408	5.35e-08	713.4191
538	15.80749969482422	5.3600000000000004e-08	694.2625
539	15.499171447753907	5.3700000000000004e-08	696.9201
540	15.477760314941406	5.3800000000000005e-08	628.5575
541	15.559927368164063	5.3900000000000006e-08	536.2062
542	15.645687866210938	5.400000000000001e-08	444.7093
543	15.660087585449219	5.41e-08	380.9414
544	15.570013427734375	5.42e-08	361.2245
545	15.35258026123047	5.43e-08	369.6353
546	15.637861633300782	5.4400000000000004e-08	363.8901
547	15.696849060058595	5.4500000000000005e-08	382.8095
548	15.465809631347657	5.4600000000000006e-08	433.4597
549	15.64835205078125	5.470000000000001e-08	424.2241
550	15.580914306640626	5.48e-08	413.8654
551	15.535560607910156	5.49e-08	449.0593
552	15.558216857910157	5.5e-08	434.616
553	15.44532928466797	5.5100000000000004e-08	434.3596
554	15.707640075683594	5.5200000000000005e-08	422.4939
555	15.686054992675782	5.5300000000000005e-08	433.1598
556	15.712655639648439	5.5400000000000006e-08	467.6626
557	15.713108825683594	5.550000000000001e-08	466.5943
558	15.53290252685547	5.56e-08	455.5072
559	15.641558837890626	5.57e-08	465.9068
560	15.71592254638672	5.5800000000000003e-08	454.3963
561	15.738137817382814	5.5900000000000004e-08	479.5337
562	15.720217895507814	5.6000000000000005e-08	481.7605
563	15.75848388671875	5.6100000000000006e-08	501.9808
564	15.68654022216797	5.620000000000001e-08	477.4833
565	15.670320129394533	5.63e-08	492.6356
566	15.712741088867189	5.64e-08	518.8086
567	15.761477661132814	5.65e-08	546.7139
568	15.68739471435547	5.6600000000000004e-08	541.9104
569	15.787568664550783	5.6700000000000005e-08	524.6462
570	15.70731201171875	5.6800000000000006e-08	524.3764
571	15.703781127929688	5.6900000000000007e-08	532.1171
572	15.796415710449219	5.700000000000001e-08	538.5825
573	15.760914611816407	5.71e-08	550.3203
574	15.7974853515625	5.72e-08	547.5456
575	15.818473815917969	5.7300000000000004e-08	535.0911
576	15.674095153808594	5.7400000000000004e-08	563.2314
577	15.934114074707033	5.7500000000000005e-08	595.1135
578	15.821948242187501	5.7600000000000006e-08	580.0478
579	15.908308410644532	5.770000000000001e-08	596.6646
580	15.888269042968751	5.78e-08	589.4622
581	15.960285949707032	5.79e-08	614.2139
582	15.794639587402344	5.8e-08	603.9118
583	15.899143981933594	5.8100000000000004e-08	594.7529
584	15.915322875976564	5.8200000000000005e-08	601.8789
585	15.794515991210938	5.8300000000000006e-08	620.0601
586	15.929591369628907	5.840000000000001e-08	623.7248
587	15.823750305175782	5.850000000000001e-08	633.6124
588	15.972125244140626	5.86e-08	672.11
589	15.905787658691407	5.87e-08	660.9655
590	15.782209777832032	5.8800000000000004e-08	651.2067
591	15.873643493652345	5.8900000000000005e-08	642.8547
592	15.948011779785157	5.9000000000000006e-08	672.9263
593	15.925405883789063	5.9100000000000006e-08	684.7247
594	15.952841186523438	5.920000000000001e-08	702.7231
595	16.104190063476562	5.93e-08	704.923
596	15.997560119628908	5.94e-08	697.467
597	16.03400573730469	5.9500000000000003e-08	715.8278
598	15.960052490234375	5.9600000000000004e-08	706.1507
599	15.972142028808594	5.97e-08	720.4759
600	16.02013702392578	5.98e-08	706.7686
601	15.952520751953125	5.99e-08	717.703
602	16.1534423828125	6.000000000000001e-08	745.4634
603	16.03693389892578	6.01e-08	747.5918
604	16.003334045410156	6.020000000000001e-08	766.2993
605	16.07911071777344	6.03e-08	742.7547
606	15.915840148925781	6.04e-08	740.7366
607	16.020896911621094	6.05e-08	762.6651
608	16.157328796386718	6.06e-08	788.6759
609	16.08946533203125	6.070000000000001e-08	790.5489
610	16.222630310058594	6.08e-08	793.6505
611	16.114566040039062	6.090000000000001e-08	780.9581
612	16.194708251953127	6.1e-08	781.9303
613	16.165553283691406	6.110000000000001e-08	797.5698
614	16.0803955078125	6.12e-08	830.0479
615	16.087258911132814	6.13e-08	822.6785
616	16.110998535156252	6.140000000000001e-08	811.9467
617	16.13490447998047	6.15e-08	840.8623
618	16.232096862792968	6.160000000000001e-08	823.9053
619	16.244578552246093	6.17e-08	844.8136
620	16.171380615234376	6.180000000000001e-08	861.9614
621	16.135574340820312	6.19e-08	852.8759
622	16.287007141113282	6.2e-08	854.6698
623	16.24526062011719	6.210000000000001e-08	878.8781
624	16.246902465820312	6.22e-08	895.3771
625	16.290834045410158	6.230000000000001e-08	900.3463
626	16.28852233886719	6.24e-08	895.3587
627	16.167478942871096	6.250000000000001e-08	892.7897
628	16.242787170410157	6.26e-08	916.7219
629	16.282159423828126	6.27e-08	926.381
630	16.231500244140626	6.28e-08	928.7888
631	16.201080322265625	6.29e-08	928.2422
632	16.345912170410156	6.300000000000001e-08	931.4822
633	16.26483154296875	6.31e-08	964.6199
634	16.40862579345703	6.320000000000001e-08	945.7579
635	16.245584106445314	6.33e-08	931.2496
636	16.319006347656252	6.34e-08	966.7713
637	16.324827575683596	6.35e-08	976.7128
638	16.265953063964844	6.36e-08	990.0267
639	16.349197387695312	6.370000000000001e-08	977.9643
640	16.418232727050782	6.38e-08	988.812
641	16.426655578613282	6.390000000000001e-08	1001.3096
642	16.281011962890627	6.4e-08	1005.5571
643	16.366487121582033	6.410000000000001e-08	1022.5204
644	16.389875793457033	6.42e-08	1036.2425
645	16.355113220214843	6.43e-08	1040.3284
646	16.36176910400391	6.440000000000001e-08	1036.7926
647	16.385556030273438	6.45e-08	1049.4981
648	16.27248992919922	6.460000000000001e-08	1051.6796
649	16.333897399902344	6.47e-08	1069.2015
650	16.378665161132812	6.480000000000001e-08	1073.6382
651	16.440876770019532	6.49e-08	1067.7964
652	16.503964233398438	6.5e-08	1085.634
653	16.3925048828125	6.510000000000001e-08	1109.8942
654	16.345338439941408	6.52e-08	1102.8036
655	16.43211669921875	6.530000000000001e-08	1100.2381
656	16.36103057861328	6.54e-08	1123.1891
657	16.496005249023437	6.550000000000001e-08	1126.8696
658	16.472613525390624	6.56e-08	1124.2287
659	16.43275146484375	6.57e-08	1163.2135
660	16.480686950683594	6.580000000000001e-08	1157.789
661	16.449378967285156	6.59e-08	1158.7207
662	16.417919921875	6.600000000000001e-08	1169.969
663	16.436489868164063	6.61e-08	1174.4833
664	16.413499450683595	6.620000000000001e-08	1195.6484
665	16.599131774902343	6.63e-08	1204.1587
666	16.5556884765625	6.64e-08	1200.1204
667	16.56451416015625	6.65e-08	1204.5804
668	16.551734924316406	6.66e-08	1204.0713
669	16.458706665039063	6.670000000000001e-08	1199.5461
670	16.465391540527346	6.68e-08	1205.4998
671	16.481280517578124	6.690000000000001e-08	1214.3567
672	16.507369995117188	6.7e-08	1245.6107
673	16.57012939453125	6.71e-08	1241.616
674	16.570013427734377	6.72e-08	1263.6473
675	16.56873931884766	6.73e-08	1272.0266
676	16.51636962890625	6.740000000000001e-08	1278.6955
677	16.679356384277344	6.75e-08	1281.066
678	16.65979461669922	6.760000000000001e-08	1299.8278
679	16.647264099121095	6.77e-08	1292.8998
680	16.635476684570314	6.780000000000001e-08	1275.2965
681	16.543484497070313	6.79e-08	1288.7756
682	16.553697204589845	6.8e-08	1310.4171
683	16.62311706542969	6.810000000000001e-08	1336.8218
684	16.60106964111328	6.82e-08	1331.5268
685	16.575592041015625	6.830000000000001e-08	1331.2348
686	16.565000915527346	6.84e-08	1349.6064
687	16.51081085205078	6.850000000000001e-08	1353.7314
688	16.61359405517578	6.86e-08	1344.5182
689	16.681541442871094	6.87e-08	1361.6139
690	16.6072021484375	6.880000000000001e-08	1375.6649
691	16.71710662841797	6.89e-08	1377.3322
692	16.587095642089846	6.900000000000001e-08	1384.0345
693	16.656222534179687	6.91e-08	1400.5436
694	16.716995239257812	6.920000000000001e-08	1391.0173
695	16.64401092529297	6.93e-08	1412.4963
696	16.64421844482422	6.94e-08	1404.7005
697	16.629409790039062	6.950000000000001e-08	1402.6126
698	16.650624084472657	6.96e-08	1417.1612
699	16.583319091796877	6.970000000000001e-08	1448.8833
